delivery_date,mtu,q0.025,q0.250,q0.500,q0.750,q0.975,y_true
2026-09-19,39,-48.085060514871984,-23.323074005753227,-17.543078214167522,-15.423001384916326,-2.050219970441093,2.74
2026-09-19,40,-52.4733828367518,-26.44927277467659,-19.0789283561401,-15.095432594774646,-3.0249314797768445,0.01
2026-09-19,41,-52.13862824473059,-21.942971124732573,-13.86032531609332,-10.0159303280059,2.330229178911809,0.1
2026-09-19,42,-54.56019459999601,-26.91721511348987,-18.07790401802716,-12.470516895520973,-1.388366676565239,0.0
2026-09-19,43,-53.37260764297724,-25.35674387322165,-16.792116966329836,-11.66533165713664,-0.2141646976546223,-0.03
2026-09-19,44,-56.24631627296466,-30.110153563709996,-22.414120688047525,-18.050970329053904,-6.458777801744448,-0.09
2026-09-19,45,-55.015858899265226,-26.906152940793017,-17.602027486194636,-11.465027000336654,-0.6916033689526735,-0.13
2026-09-19,46,-55.374942712071416,-26.457034572826167,-17.824746818128123,-12.882903636268946,-1.4348681995856951,-0.16
2026-09-19,47,-55.10663402411504,-26.49722507290668,-18.254859944120383,-13.782205784965369,-2.066018192301941,-0.21
2026-09-19,48,-57.20993841655119,-29.70784563430891,-21.99574394510138,-18.005723893960095,-6.217672466016742,-0.74
2026-09-19,49,-56.79821187747805,-28.27703369307424,-19.90132044868132,-15.237926534294273,-3.7534109721198474,-0.78
2026-09-19,50,-59.61546725188688,-30.658300301112384,-22.307414933381423,-17.843543039286683,-6.432041009094059,-0.65
2026-09-19,51,-59.50818088603654,-30.37282111223121,-21.50639618896589,-16.35108460599705,-5.310153790053379,-0.71
2026-09-19,52,-62.43225191973053,-30.64695603608589,-21.12497226673721,-15.813467950140248,-4.959315487815049,-0.86
2026-09-19,53,-63.42559262738551,-32.20954932465662,-22.61265339516917,-17.04937408257361,-6.430817234593826,-1.01
2026-09-19,54,-64.6904919609645,-33.107449292189564,-23.31297384603943,-17.587682382873073,-7.135114674198698,-1.06
2026-09-19,55,-65.58407311778095,-33.89041439090921,-23.81863197878219,-17.739738172247495,-7.544041133188637,-1.34
2026-09-19,56,-64.79463818688906,-33.0622517365113,-22.91352134703908,-16.723276821595412,-6.531336998994741,-1.62
2026-09-19,57,-63.959209786024665,-32.63361113104587,-23.00731461137785,-17.440438673565478,-6.857674328353079,-1.27
2026-09-19,58,-65.08963146100396,-33.22084885247216,-23.407694948613955,-17.74143102508099,-7.272706332593144,-1.26
2026-09-19,59,-64.64649839917645,-33.91231474098997,-24.54287070699249,-19.18944343564013,-8.56167820708689,-1.21
2026-09-19,60,-61.84598659994112,-31.605088723393607,-22.378249624947763,-17.049751266126687,-6.227357337679466,-1.46
2026-09-19,61,-60.1257914772802,-31.72970884311534,-22.535118723398785,-16.711557051930967,-6.118634820472567,-1.85
2026-09-19,62,-59.28077359133589,-32.00177546181533,-23.17283261325959,-17.549010323787503,-6.830520591301843,-1.5
2026-09-19,63,-63.20944444181292,-31.75422312901395,-22.30368597222652,-17.014019075560196,-6.217316295707954,-1.43
2026-09-19,64,-66.04152238273062,-33.853550730526145,-24.026426819743875,-18.443542384288403,-7.983412097094531,-1.94
